MACRO;UF;REGIAO_TURISTICA;MUNICIPIO;COD_IBGE;QUANTIDADE_EMPREGOS;QUANTIDADE_ESTABELECIMENTOS;QUANTIDADE_VISITAS_ESTIMADAS_INTERNACIONAL;QUANTIDADE_VISITAS_ESTIMADAS_NACIONAL;ARRECADACAO;CLUSTER
Sudeste;SP;Centro Paulista;Rincão;3543709;0;0;0;8.042; R$ -   ;D
Sul;PR;Riquezas do Oeste;Maripá;4115358;1;1;516;8.042; R$ -   ;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Santa Tereza do Oeste;4124020;2;3;889;0; R$ -   ;D
Sul;RS;Campos de Cima da Serra;Campestre da Serra;4303673;0;0;373;0; R$ -   ;D
Centro-Oeste;MT;Região Turística Portal do Araguaia;Campinápolis;5102603;0;0;116;0; R$ -   ;D
Centro-Oeste;MT;Região Turística Rota dos Ipês e das Águas;Itiquira;5104609;9;4;0;2.028; R$ -   ;D
Centro-Oeste;MT;Região Turística Rota dos Ipês e das Águas;Paranatinga;5106307;31;5;191;0; R$ -   ;D
Centro-Oeste;MT;Região Turística Vale do Cabaçal;São José dos Quatro Marcos;5107107;19;3;187;12.708; R$ -   ;D
Centro-Oeste;MT;Região Turística Norte Araguaia;Santa Terezinha;5107776;0;0;0;1.494; R$ -   ;D
Centro-Oeste;MT;Região Turística  Pantanal Mato-Grossense;Santo Antônio do Leverger;5107800;81;4;0;10.638; R$ -   ;D
Sudeste;SP;PONTAL PAULISTA;Narandiba;3532207;0;0;0;0; R$ -   ;E
Sul;PR;Norte Pioneiro;Itambaracá;4111001;0;0;140;0; R$ -   ;D
Sul;PR;Corredores das Águas;Ivaté;4111555;1;1;112;0; R$ -   ;D
Sul;SC;Vale Europeu;Doutor Pedrinho;4205159;2;2;0;8.042; R$ -   ;D
Sul;SC;Caminhos do Alto Vale;Ibirama;4206900;10;2;196;10.770; R$ -   ;D
Sul;RS;Vale da Felicidade;Portão;4314803;17;2;457;0; R$ -   ;D
Sul;RS;Central;São Pedro do Sul;4319406;20;4;100;8.236; R$ -   ;D
Centro-Oeste;MT;Região Turística Portal da Amazônia;Matupá;5105606;26;6;188;10.071; R$ -   ;D
Sul;PR;Rotas do Pinhão;Quatro Barras;4120804;50;4;75;0; R$ -   ;D
Sul;PR;Corredores das Águas;Querência do Norte;4121000;5;1;0;0; R$ -   ;D
Sul;PR;Vales do Iguaçu;Realeza;4121406;20;6;516;0; R$ -   ;D
Sul;SC;VALE DAS ÁGUAS;Maravilha;4210506;27;3;224;648; R$ -   ;D
Nordeste;MA;Polo Delta das Américas;Água Doce do Maranhão;2100154;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Serrano;Major Sales;2407252;0;0;0;0; R$ -   ;E
Nordeste;SE;Polo Costa dos Coqueirais;São Cristóvão;2806701;19;2;0;0; R$ -   ;D
Sudeste;MG;Serra do Cabral;Augusto de Lima;3104809;49;2;0;0; R$ -   ;D
Sudeste;MG;Caminhos Verdes de Minas;Bicas;3106903;9;3;0;2.681; R$ -   ;D
Sudeste;MG;Montanhas Cafeeiras de Minas;Monte Santo de Minas;3143203;14;2;0;25.587; R$ -   ;D
Sul;PR;Corredores das Águas;Porto Rico;4120200;17;4;182;29.643; R$ -   ;D
Sul;PR;Norte do Paraná;Tamarana;4126678;3;1;182;0; R$ -   ;D
Sul;PR;Rotas do Pinhão;Tijucas do Sul;4127601;66;2;0;2.473; R$ -   ;D
Sul;SC;Vale Europeu;Rodeio;4215109;0;0;331;0; R$ -   ;D
Sul;RS;Pampa Gaúcho;Candiota;4304358;8;3;312;11.556; R$ -   ;D
Sul;RS;Cultura e Tradição;Constantina;4305801;0;0;120;2.236; R$ -   ;D
Sul;RS;Central;Nova Palma;4313102;0;1;0;29.776; R$ -   ;D
Sul;RS;Costa Doce;Tavares;4321352;3;1;0;2.236; R$ -   ;D
Sul;RS;Rota do Yucumã;Três Passos;4321907;15;3;0;25.814; R$ -   ;D
Sudeste;SP;Negócios e Cultura;Caieiras;3509007;2;1;342;0; R$ -   ;D
Sudeste;SP;Alta Mogiana;Cajuru;3509403;7;4;91;0; R$ -   ;D
Sudeste;SP;Região Turística Histórias e Vales;Descalvado;3513702;23;3;0;13.569; R$ -   ;D
Sudeste;SP;Coração do Tietê;Guaiçara;3517208;8;2;0;3.385; R$ -   ;D
Sudeste;SP;Região Turística dos Cânions Paulista;Guapiara;3517604;6;2;0;6.316; R$ -   ;D
Sudeste;SP;Caminhos do Tietê;Iacanga;3519105;3;1;140;0; R$ -   ;D
Sudeste;SP;Centro Paulista;Itápolis;3522703;13;3;256;0; R$ -   ;D
Sudeste;SP;Caminhos da Mata Atlântica;Itariri;3523305;7;2;0;0; R$ -   ;D
Sudeste;SP;Cavernas da Mata Atlântica;Jacupiranga;3524600;14;3;270;0; R$ -   ;D
Sudeste;SP;Mananciais, Aventura e Arte;Juquitiba;3526209;5;2;432;40.735; R$ -   ;D
Sudeste;SP;Picos da Mantiqueira;Lavrinhas;3526605;1;1;0;0; R$ -   ;D
Sudeste;SP;entre serras e aguas;Pinhalzinho;3538204;30;3;152;0; R$ -   ;D
Centro-Oeste;MT;Associação de Turismo da Região Circuito das Águas - Aturcira;Jangada;5104906;5;3;0;284; R$ -   ;D
Centro-Oeste;MT;Região Turística Vale do Cabaçal;Mirassol d'Oeste;5105622;32;5;354;8.406; R$ -   ;D
Nordeste;CE;Serras de Aratanha e Baturité;Aratuba;2301406;0;0;0;1.919; R$ -   ;D
Nordeste;PE;ILHAS E LAGOS DO SÃO FRANCISCO;Floresta;2605707;9;3;0;14.834; R$ -   ;D
Sudeste;MG;Lago de Irapé;Cachoeira de Pajeú;3102704;18;2;0;0; R$ -   ;D
Sudeste;MG;Serra Geral do Norte de Minas;Gameleiras;3127339;0;0;0;0; R$ -   ;D
Sudeste;MG;Serra Geral do Norte de Minas;Mato Verde;3141009;5;1;0;7.914; R$ -   ;D
Sudeste;MG;Serra Geral do Norte de Minas;Porteirinha;3152204;5;4;234;0; R$ -   ;D
Sudeste;MG;Veredas do Paraopeba;São Joaquim de Bicas;3162922;27;4;0;0; R$ -   ;D
Sul;PR;Lagos e Colinas;Foz do Jordão;4108452;3;1;1.703;0; R$ -   ;D
Sul;PR;Lagos e Colinas;Goioxim;4108650;0;0;0;17.011; R$ -   ;D
Sul;PR;Lagos e Colinas;Pinhão;4119301;14;2;0;6.070; R$ -   ;D
Sul;PR;Lagos e Colinas;Porto Barreiro;4120150;0;0;375;0; R$ -   ;D
Sul;SC;Vale Europeu;Indaial;4207502;22;4;576;6.294; R$ -   ;D
Sul;SC;Vale dos Imigrantes;Ipira;4207601;0;1;0;0; R$ -   ;D
Sul;RS;Central;Agudo;4300109;7;2;0;0; R$ -   ;D
Sul;RS;Uva e Vinho;Guaporé;4309407;10;2;277;3.249; R$ -   ;D
Sul;RS;Fronteira;Itaqui;4310603;14;5;0;12.104; R$ -   ;D
Sul;RS;Vale Germânico;Ivoti;4310801;8;3;67;0; R$ -   ;D
Sul;RS;Campos de Cima da Serra;Jaquirana;4311122;1;1;0;0; R$ -   ;D
Sul;RS;Pampa Gaúcho;Lavras do Sul;4311502;4;2;72;1.329; R$ -   ;D
Sul;RS;Litoral Norte Gaúcho;Maquiné;4311775;2;1;91;1.125; R$ -   ;D
Sul;RS;Costa Doce;Piratini;4314605;6;2;0;0; R$ -   ;D
Sul;MS;Caminhos da Natureza / Cone Sul;Juti;5005152;29;1;143;7.546; R$ -   ;D
Centro-Oeste;MT;Região Turística das Nascentes;Nova Olímpia;5106232;25;1;75;10.945; R$ -   ;D
Centro-Oeste;GO;Região Turística dos Negócios e Tradições;Hidrolândia;5209705;18;3;0;7.063; R$ -   ;D
Nordeste;SE;Polo Costa dos Coqueirais;Pacatuba;2804904;1;1;108;0; R$ -   ;D
Sudeste;MG;Vale do Jequitinhonha;Comercinho;3117009;1;1;0;0; R$ -   ;D
Sudeste;SP;Cavernas da Mata Atlântica;Barra do Turvo;3505401;1;1;0;27.578; R$ -   ;D
Sul;SC;Vale Europeu;Luiz Alves;4210001;0;1;0;12.041; R$ -   ;D
Sul;RS;Central;Restinga Seca;4315503;1;1;127;38.011; R$ -   ;D
Sul;RS;Vale do Rio Pardo;Rio Pardo;4315701;12;3;0;14.209; R$ -   ;D
Sul;RS;Rota do Rio Uruguai;São José do Inhacorá;4318499;0;0;731;0; R$ -   ;D
Sul;RS;Uva e Vinho;São Marcos;4319000;19;2;188;24.956; R$ -   ;D
Nordeste;BA;Baía de Todos os Santos;Candeias;2906501;5;4;126;24.180; R$ -   ;D
Nordeste;BA;Caminhos do Sertão;Canudos;2906824;1;1;108;14.505; R$ -   ;D
Nordeste;BA;Costa das Baleias;Caravelas;2906907;19;4;373;14.349; R$ -   ;D
Sudeste;SP;Cavernas da Mata Atlântica;Itaóca;3522158;0;0;0;3.844; R$ -   ;D
Sul;RS;Rota das Araucárias;Sananduva;4316600;11;1;281;0; R$ -   ;D
Sul;RS;Rota Missões;São Pedro do Butiá;4319372;0;0;51;3.026; R$ -   ;D
Sul;MS;Caminho dos Ipês;Rochedo;5007505;1;1;0;9.418; R$ -   ;D
Centro-Oeste;MT;Associação de Turismo da Região Circuito das Águas - Aturcira;Nova Marilândia;5108857;3;1;0;0; R$ -   ;D
Sudeste;MG;Lago de Furnas;Fama;3125200;8;3;111;0; R$ -   ;D
Sudeste;MG;Trilha dos Inconfidentes;Nazareno;3144508;3;1;0;0; R$ -   ;D
Sudeste;ES;Caparaó;Ibatiba;3202454;12;3;0;0; R$ -   ;D
Sudeste;ES;Imigrantes;Itarana;3202900;7;2;0;0; R$ -   ;D
Sudeste;ES;Metropolitana;Viana;3205101;7;1;489;4.988; R$ -   ;D
Sudeste;RJ;SERRA VERDE IMPERIAL;Guapimirim;3301850;60;5;441;5.215; R$ -   ;D
Sul;RS;Campos de Cima da Serra;Pinhal da Serra;4314464;1;1;0;0; R$ -   ;D
Nordeste;RN;Polo Agreste/Trairi;Japi;2405405;0;0;0;0; R$ -   ;E
Sudeste;SP;Caminhos do São Domingos;Uchoa;3555604;0;0;0;0; R$ -   ;D
Sul;SC;Vale dos Imigrantes;Vargem;4219150;3;1;0;0; R$ -   ;D
Sudeste;MG;Lago de Irapé;Grão Mogol;3127800;7;2;0;0; R$ -   ;D
Sudeste;MG;Serras de Minas;Guaraciaba;3128204;12;2;0;0; R$ -   ;D
Sudeste;MG;Veredas do Paraopeba;Juatuba;3136652;15;5;0;5.248; R$ -   ;D
Sudeste;MG;Montanhas e Fé;Rio Casca;3154903;16;3;0;26.707; R$ -   ;D
Sudeste;ES;Caparaó;Muniz Freire;3203700;5;1;0;4.713; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Iramaia;2914307;0;0;0;0; R$ -   ;D
Sudeste;MG;Trilhas do Rio Doce;Santa Maria do Suaçuí;3158201;4;2;112;24.996; R$ -   ;D
Sudeste;RJ;CAMINHOS COLONIAIS;Areal;3300225;15;2;0;0; R$ -   ;D
Sudeste;RJ;VALE DO CAFÉ;Rio Claro;3304409;0;0;268;29.309; R$ -   ;D
Sul;PR;Riquezas do Oeste;Nova Aurora;4116703;1;1;310;9.881; R$ -   ;D
Sul;SC;Vale dos Imigrantes;Peritiba;4212601;0;0;0;0; R$ -   ;D
Sul;RS;Rota do Yucumã;Ajuricaba;4300208;0;0;0;1.688; R$ -   ;D
Sul;RS;Costa Doce;Arroio Grande;4301305;0;0;50;14.888; R$ -   ;D
Nordeste;AL;Região da Caatinga;Maravilha;2704609;0;0;0;0; R$ -   ;E
Nordeste;BA;Caminhos do Jiquiriçá;Santa Inês;2927903;1;1;0;14.505; R$ -   ;D
Nordeste;BA;Caminhos do Sertão;Uauá;2932002;0;0;0;11.328; R$ -   ;D
Sudeste;SP;Entre Rios, Serras  e Cafés.;Águas da Prata;3500402;11;3;1.125;0; R$ -   ;D
Sudeste;SP;MANTIQUEIRA PAULISTA;Monteiro Lobato;3531704;22;3;246;19.885; R$ -   ;D
Sul;PR;Vale do Ivaí;Mauá da Serra;4115754;2;2;0;9.881; R$ -   ;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Ramilândia;4121257;0;0;0;9.881; R$ -   ;D
Nordeste;CE;Serras de Aratanha e Baturité;Mulungu;2309102;6;1;64;3.839; R$ -   ;D
Nordeste;AL;Grande Maceió;Rio Largo;2707701;3;1;124;3.411; R$ -   ;D
Sul;PR;Norte do Paraná;Sertanópolis;4126504;10;2;245;30.579; R$ -   ;D
Sudeste;MG;Mata Atlântica de Minas;Antônio Dias;3103009;25;2;0;0; R$ -   ;D
Sudeste;MG;Caminhos Gerais;Poço Fundo;3151701;0;0;80;0; R$ -   ;D
Sudeste;MG;Lago de Furnas;Serrania;3166907;0;0;0;22.372; R$ -   ;D
Sudeste;MG;Caminhos Verdes de Minas;Tabuleiro;3167905;9;1;0;22.372; R$ -   ;D
Sul;PR;Norte Pioneiro;Ibaiti;4109708;16;5;0;2.473; R$ -   ;D
Sul;MS;Bonito / Serra da Bodoquena;Bela Vista;5002100;11;2;239;1.399; R$ -   ;D
Centro-Oeste;GO;Região Turística do Ouro e Cristais;Vila Propício;5222302;1;1;0;0; R$ -   ;D
Sudeste;RJ;VALE DO CAFÉ;Paty do Alferes;3303856;43;4;129;2.350; R$ -   ;D
Sudeste;SP;Roteiro dos Bandeirantes;Santana de Parnaíba;3547304;25;3;766;20.731; R$ -   ;D
Nordeste;RN;Polo Seridó;São João do Sabugi;2412104;0;0;0;10.601; R$ -   ;D
Nordeste;SE;Polo Sertão das Águas;Tomar do Geru;2807501;0;0;0;3.499; R$ -   ;D
Sudeste;MG;Diamantes;Presidente Kubitschek;3153301;0;1;0;0; R$ -   ;D
Sudeste;MG;Ouro;Raposos;3153905;0;0;0;7.914; R$ -   ;D
Sudeste;SP;Caminhos da Mata Atlântica;Sete Barras;3551801;0;0;746;0; R$ -   ;D
Nordeste;MA;Polo Munin;Nina Rodrigues;2107209;0;0;0;0; R$ -   ;E
Nordeste;AL;Agreste;Lagoa da Canoa;2704104;0;0;91;0; R$ -   ;D
Nordeste;BA;Costa do Cacau;Santa Luzia;2928059;0;0;130;5.697; R$ -   ;D
Sudeste;MG;Trilhas do Rio Doce;Resplendor;3154309;56;4;498;27.672; R$ -   ;D
Sudeste;MG;Trilha dos Inconfidentes;São Vicente de Minas;3165305;6;2;82;7.494; R$ -   ;D
Sudeste;SP;Rios do Vale;Igaratá;3520202;41;3;39;0; R$ -   ;D
Sudeste;MG;Lago de Furnas;Campos Gerais;3111606;7;2;0;0; R$ -   ;D
Sudeste;MG;Ouro;Catas Altas;3115359;8;6;124;0; R$ -   ;D
Sudeste;MG;Trilhas do Rio Doce;Coroaci;3119203;0;0;0;4.988; R$ -   ;D
Sudeste;MG;Caminhos Verdes de Minas;Descoberto;3121308;0;0;0;21.129; R$ -   ;D
Sudeste;MG;Serra do Brigadeiro;Patrocínio do Muriaé;3148202;0;0;375;22.372; R$ -   ;D
Sudeste;MG;Caminhos Verdes de Minas;Rio Pomba;3155801;25;4;0;2.624; R$ -   ;D
Sudeste;MG;Serras de Ibitipoca;Rio Preto;3155900;8;3;572;7.494; R$ -   ;D
Sudeste;MG;Serras e Cachoeiras;Santo Antônio do Aventureiro;3160009;67;1;0;0; R$ -   ;D
Sudeste;MG;Villas e Fazendas de Minas;Senhora de Oliveira;3166006;2;1;0;0; R$ -   ;D
Sudeste;MG;Trilhas do Rio Doce;Senhora do Porto;3166105;0;0;0;0; R$ -   ;D
Sudeste;MG;Caminho Novo;Simão Pereira;3167509;24;2;170;0; R$ -   ;D
Sudeste;ES;Doce Terra Morena;Mucurici;3203601;2;1;0;0; R$ -   ;D
Sul;RS;Rota Águas e Pedras;Planalto;4314704;7;2;0;8.042; R$ -   ;D
Nordeste;PE;ENCANTOS DO AGRESTE;São Joaquim do Monte;2613305;3;1;0;2.733; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Mirangaba;2921401;0;0;245;0; R$ -   ;D
Sudeste;MG;Pedras Preciosas;Padre Paraíso;3146305;16;2;0;18.287; R$ -   ;D
Sudeste;MG;Verde - Trilha dos Bandeirantes;Pitangui;3151404;24;6;0;0; R$ -   ;D
Sudeste;MG;Villas e Fazendas de Minas;Queluzito;3153806;8;2;0;0; R$ -   ;D
Sudeste;MG;Villas e Fazendas de Minas;Santana dos Montes;3159100;27;4;0;0; R$ -   ;D
Sudeste;SP;Alta Mogiana;Luís Antônio;3527603;4;1;0;0; R$ -   ;D
Sudeste;SP;Caminhos da Mogiana;Pradópolis;3540903;14;2;0;0; R$ -   ;D
Sudeste;SP;Tietê Vivo;Zacarias;3557154;1;1;0;0; R$ -   ;D
Sul;RS;Rota das Terras Encantadas;Colorado;4305603;2;1;0;11.697; R$ -   ;D
Sul;RS;Alto da Serra do Botucaraí;Ibirapuitã;4309951;0;0;207;0; R$ -   ;D
Sul;RS;Rota das Terras Encantadas;Salto do Jacuí;4316451;3;1;0;0; R$ -   ;D
Sul;MS;Bonito / Serra da Bodoquena;Bodoquena;5002159;4;1;119;0; R$ -   ;D
Sul;MS;Caminho dos Ipês;Corguinho;5003108;14;2;0;1.399; R$ -   ;D
Sudeste;MG;Terras Altas da Mantiqueira;Aiuruoca;3101201;8;4;226;21.062; R$ -   ;D
Sudeste;MG;Terras Altas da Mantiqueira;Itamonte;3133006;13;4;0;15.838; R$ -   ;D
Sudeste;MG;Terras Altas da Mantiqueira;Itanhandu;3133105;20;4;245;6.316; R$ -   ;D
Sudeste;MG;Serras Verdes do Sul de Minas;Itapeva;3133600;45;3;332;12.633; R$ -   ;D
Sudeste;RJ;ÁGUAS DO NOROESTE;Itaocara;3302106;17;3;116;0; R$ -   ;D
Sudeste;SP;Entre Rios, Serras  e Cafés.;Divinolândia;3513900;3;1;0;6.316; R$ -   ;D
Sul;PR;Norte Pioneiro;Andirá;4101101;5;2;0;5.825; R$ -   ;D
Sul;PR;Riquezas do Oeste;Braganey;4103354;1;1;0;0; R$ -   ;D
Sul;PR;Lagos e Colinas;Cantagalo;4104451;1;1;0;10.468; R$ -   ;D
Sul;PR;Vales do Iguaçu;Mangueirinha;4114401;8;3;0;0; R$ -   ;D
Sul;PR;Ecoaventuras, Histórias e Sabores;Nova Cantu;4116802;0;0;0;6.316; R$ -   ;D
Sul;MS;Integra Costa Leste - Vale do Aporé;Cassilândia;5002902;33;4;215;16.746; R$ -   ;D
Centro-Oeste;GO;Região Turística Pegadas no Cerrado;Portelândia;5218102;0;0;0;0; R$ -   ;D
Nordeste;PB;Trilhas dos Potiguaras ;Marcação;2509057;0;0;0;0; R$ -   ;E
Nordeste;CE;Sertão Central;Quixeramobim;2311405;14;2;135;28.277; R$ -   ;D
Nordeste;CE;Cariri;Várzea Alegre;2314003;5;1;204;28.678; R$ -   ;D
Nordeste;RN;Polo Serrano;São Francisco do Oeste;2411908;0;0;0;3.064; R$ -   ;D
Sudeste;MG;Lago de Três Marias;Abaeté;3100203;16;3;245;8.415; R$ -   ;D
Sudeste;MG;Caminhos da Mantiqueira;Marmelópolis;3140407;1;1;0;7.494; R$ -   ;D
Sudeste;MG;Montanhas e Fé;Matipó;3140902;6;2;0;0; R$ -   ;D
Sudeste;ES;Montanhas Capixabas;Afonso Cláudio;3200102;12;4;111;13.186; R$ -   ;D
Sudeste;SP;Caminhos da Mata Atlântica;Juquiá;3526100;9;4;77;0; R$ -   ;D
Sudeste;SP;Pantanal Paulista;Mirandópolis;3530102;0;0;363;2.350; R$ -   ;D
Sudeste;SP;Lagos do Rio Grande;Pedregulho;3537008;12;2;0;0; R$ -   ;D
Sudeste;SP;Circuito das Nações;Pedrinhas Paulista;3537156;0;0;182;0; R$ -   ;D
Sudeste;SP;Angra Doce Paulista;Santa Cruz do Rio Pardo;3546405;24;4;182;0; R$ -   ;D
Sul;PR;Riquezas do Oeste;Capitão Leônidas Marques;4104600;11;3;0;0; R$ -   ;D
Sul;SC;Caminho dos Príncipes;Araquari;4201307;9;3;130;22.938; R$ -   ;D
Sul;SC;Caminho dos Príncipes;Campo Alegre;4203303;4;3;95;1.125; R$ -   ;D
Sul;SC;Vale dos Imigrantes;Campos Novos;4203600;43;5;661;0; R$ -   ;D
Sul;SC;Caminho dos Príncipes;Guaramirim;4206504;29;5;639;2.473; R$ -   ;D
Sul;SC;Caminhos da Fronteira;Iporã do Oeste;4207650;5;1;233;0; R$ -   ;D
Sul;SC;Caminhos do Alto Vale;Lontras;4209904;5;1;111;8.635; R$ -   ;D
Sul;SC;VALE DAS ÁGUAS;Quilombo;4214201;3;1;0;0; R$ -   ;D
Sul;RS;Centro-Serra;Passa Sete;4314068;3;1;0;0; R$ -   ;D
Sul;MS;Caminhos da Natureza / Cone Sul;Iguatemi;5004304;12;2;112;31.497; R$ -   ;D
Centro-Oeste;MT;Região Turística Domo de Araguainha;Alto Garças;5100409;26;4;0;1.895; R$ -   ;D
Centro-Oeste;MT;Região Turística Portal da Amazônia;Itaúba;5104559;11;2;0;1.745; R$ -   ;D
Centro-Oeste;MT;Região Turística Vale do Cabaçal;Salto do Céu;5107750;0;0;182;3.324; R$ -   ;D
Nordeste;CE;Cariri;Santana do Cariri;2312106;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Costa Branca;Upanema;2414605;0;0;0;0; R$ -   ;E
Nordeste;PE;ENCANTOS DO AGRESTE;Agrestina;2600302;0;0;170;6.316; R$ -   ;D
Nordeste;PE;ENCANTOS DO AGRESTE;Cupira;2605004;1;1;0;19.351; R$ -   ;D
Nordeste;PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Orocó;2609808;0;0;0;3.499; R$ -   ;D
Nordeste;PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;Rio Formoso;2611903;8;1;0;903; R$ -   ;D
Nordeste;PE;CANGAÇO E LAMPIÃO;São José do Belmonte;2613503;4;3;0;15.729; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Miguel Calmon;2921203;0;0;0;4.227; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Paramirim;2923605;0;0;104;0; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Piatã;2924306;0;1;182;0; R$ -   ;D
Nordeste;BA;Vale do São Francisco;Remanso;2926004;7;1;0;12.479; R$ -   ;D
Sudeste;MG;Serras Verdes do Sul de Minas;Conceição dos Ouros;3117801;0;0;347;0; R$ -   ;D
Sudeste;MG;Vale Verde e Quedas D'Água;Coqueiral;3118700;4;1;0;0; R$ -   ;D
Sudeste;MG;Noroeste das Gerais e Alto Paranaíba;Presidente Olegário;3153400;5;2;0;34.068; R$ -   ;D
Sudeste;ES;Imigrantes;Santa Leopoldina;3204500;9;3;116;496; R$ -   ;D
Sudeste;SP;Caminhos do Tietê;Itapuí;3522901;2;1;204;0; R$ -   ;D
Sudeste;SP;MARAVILHAS  DO RIO GRANDE;Riolândia;3544202;4;1;0;0; R$ -   ;D
Sul;PR;Ecoaventuras, Histórias e Sabores;Altamira do Paraná;4100459;0;0;0;17.011; R$ -   ;D
Sul;PR;Norte do Paraná;São Jerônimo da Serra;4124707;4;2;0;17.011; R$ -   ;D
Sul;SC;VALE DAS ÁGUAS;Águas de Chapecó;4200507;7;2;0;8.042; R$ -   ;D
Sul;RS;Rota do Rio Uruguai;Cândido Godói;4304309;0;0;121;0; R$ -   ;D
Sul;RS;Rota do Yucumã;Coronel Bicaco;4305900;0;0;0;0; R$ -   ;D
Sul;RS;Costa Doce;Turuçu;4322327;0;0;84;0; R$ -   ;D
Centro-Oeste;MT;Região Turística Amazônia Mato-Grossense;Apiacás;5100805;14;3;0;9.101; R$ -   ;D
Centro-Oeste;GO;Região Turística das Águas e Cavernas do Cerrado;Mambaí;5212709;5;2;0;0; R$ -   ;D
Nordeste;BA;Costa do Descobrimento;Guaratinga;2911808;0;0;0;0; R$ -   ;E
Nordeste;PE;ILHAS E LAGOS DO SÃO FRANCISCO;Petrolândia;2611002;10;3;553;12.583; R$ -   ;D
Nordeste;SE;Polo Costa dos Coqueirais;Itaporanga dAjuda;2803203;1;1;0;0; R$ -   ;D
Nordeste;SE;Polo Velho Chico;Neópolis;2804409;1;1;182;3.669; R$ -   ;D
Nordeste;BA;Caminhos do Jiquiriçá;Mutuípe;2922409;3;1;0;1.953; R$ -   ;D
Nordeste;BA;Caminhos do Sertão;Paripiranga;2923803;5;1;0;15.441; R$ -   ;D
Sudeste;MG;Vale Verde e Quedas D'Água;Nepomuceno;3144607;5;1;75;4.335; R$ -   ;D
Sudeste;RJ;ÁGUAS DO NOROESTE;Laje do Muriaé;3302304;0;0;0;12.708; R$ -   ;D
Sudeste;RJ;ÁGUAS DO NOROESTE;Natividade;3303104;0;0;0;7.494; R$ -   ;D
Sudeste;SP;Tietê Vivo;Buritama;3508108;5;2;403;0; R$ -   ;D
Sudeste;SP;Entre Rios, Serras  e Cafés.;Espírito Santo do Pinhal;3515186;31;5;1.019;0; R$ -   ;D
Sul;PR;Entre Matas, Morros e Rios;Manoel Ribas;4114500;1;1;0;20.944; R$ -   ;D
Sul;PR;Entre Matas, Morros e Rios;Nova Tebas;4117271;0;0;0;0; R$ -   ;D
Sul;PR;Vales do Iguaçu;São Jorge dOeste;4125209;6;2;119;11.214; R$ -   ;D
Sul;SC;Caminhos da Fronteira;Anchieta;4200804;6;1;140;0; R$ -   ;D
Sul;SC;Caminhos da Fronteira;Descanso;4204905;3;1;0;0; R$ -   ;D
Sul;SC;Caminhos da Fronteira;Dionísio Cerqueira;4205001;16;3;1.853;26.102; R$ -   ;D
Sul;SC;Caminhos da Fronteira;Guaraciaba;4206405;3;1;1.586;0; R$ -   ;D
Sul;SC;Caminhos da Fronteira;Palma Sola;4212007;0;0;188;0; R$ -   ;D
Sul;RS;Central;São João do Polêsine;4318432;7;2;0;0; R$ -   ;D
Sul;RS;Delta do Jacuí;Triunfo;4322004;2;1;0;0; R$ -   ;D
Sul;RS;Vale do Taquari;Westfalia;4323770;0;0;0;14.888; R$ -   ;D
Centro-Oeste;MT;Região Turística Domo de Araguainha;Ponte Branca;5106703;0;0;0;5.764; R$ -   ;D
Centro-Oeste;MT;Região Turística Rota dos Ipês e das Águas;Poxoréo;5107008;0;0;186;15.766; R$ -   ;D
Nordeste;PI;Polo Aventura e Mistério;Buriti dos Montes;2202026;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Agreste/Trairi;Serra Caiada;2410306;0;0;0;0; R$ -   ;E
Nordeste;BA;Costa dos Coqueiros;Jandaíra;2917904;4;2;656;4.841; R$ -   ;D
Nordeste;BA;Caminhos do Sudoeste;Maracás;2920502;22;2;120;14.505; R$ -   ;D
Sudeste;MG;Campo das Vertentes;Carmo do Cajuru;3114204;10;2;0;0; R$ -   ;D
Sudeste;MG;Águas;Cruzília;3120805;2;1;230;392; R$ -   ;D
Sudeste;MG;Trilhas do Rio Doce;Jaguaraçu;3135001;1;1;0;0; R$ -   ;D
Sudeste;MG;Vale do Jequitinhonha;Jordânia;3136504;0;0;121;0; R$ -   ;D
Sudeste;SP;Águas Sertanejas;Viradouro;3556800;2;1;0;6.794; R$ -   ;D
Sul;PR;Corredores das Águas;Cruzeiro do Oeste;4106605;7;4;91;2.317; R$ -   ;D
Sul;PR;Norte do Paraná;Porecatu;4120002;3;2;0;29.397; R$ -   ;D
Sul;PR;Vale do Ivaí;Rosário do Ivaí;4122651;0;0;0;4.903; R$ -   ;D
Sul;SC;VALE DAS ÁGUAS;São Carlos;4216008;54;1;622;8.042; R$ -   ;D
Centro-Oeste;GO;Região Turística Vale da Serra da Mesa;Padre Bernardo;5215603;11;5;0;19.606; R$ -   ;D
Nordeste;PI;Polo Histórico Cultural;Oeiras;2207009;16;7;0;20.990; R$ -   ;C
